,Unnamed: 0,character,movie,mbti,href,year,notes,id,esfp,esfj,estp,estj,enfp,enfj,entp,entj,isfp,isfj,istp,istj,infp,infj,intp,intj,xxxx
2321,3921,Kathryn Merteuil,cruel intentions,ENTJ,https://www.personality-database.com/profile/128159/kathryn-merteuil-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,4,0,0,2,0,0,0,96,0,0,0,0,0,0,0,0,
2322,3922,Sebastian Valmont,cruel intentions,ENTP,https://www.personality-database.com/profile/128158/sebastian-valmont-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,0,0,13,0,5,0,65,0,0,0,0,0,0,0,0,0,
2323,3923,Helen Rosemond,cruel intentions,ESFJ,https://www.personality-database.com/profile/291840/helen-rosemond-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2324,3924,"Gregory ""Gregster"" McConnell",cruel intentions,ESFP,https://www.personality-database.com/profile/148520/gregory-gregster-mcconnell-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,
2325,3925,Annette Hargrove,cruel intentions,INFJ,https://www.personality-database.com/profile/128160/annette-hargrove-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,0,3,0,0,0,0,0,0,0,46,0,0,0,54,0,0,
2326,3926,Cecile Caldwell,cruel intentions,ISFP,https://www.personality-database.com/profile/128161/cecile-caldwell-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,
2327,3927,Dignan,bottle rocket,ENFP,https://www.personality-database.com/profile/289815/dignan-bottle-rocket-1996-mbti-personality-type,1996.0,,115734.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,
2328,3928,Bob Mapplethorpe,bottle rocket,ESFP,https://www.personality-database.com/profile/289817/bob-mapplethorpe-bottle-rocket-1996-mbti-personality-type,1996.0,,115734.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2329,3929,Mr. Henry,bottle rocket,ESTP,https://www.personality-database.com/profile/550934/mr-henry-bottle-rocket-1996-mbti-personality-type,1996.0,,115734.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2330,3930,Inez,bottle rocket,ISFJ,https://www.personality-database.com/profile/458322/inez-bottle-rocket-1996-mbti-personality-type,1996.0,,115734.0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,
2331,3931,Evra Von,cirque du freak: the vampire's assistant,ENFP,https://www.personality-database.com/profile/289287/evra-von-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,object of type 'float' has no len(),450405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2332,3932,Gavner Purl,cirque du freak: the vampire's assistant,ENTJ,https://www.personality-database.com/profile/289263/gavner-purl-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,object of type 'float' has no len(),450405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2333,3933,Desmond Tiny,cirque du freak: the vampire's assistant,ENTP,https://www.personality-database.com/profile/289262/desmond-tiny-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,object of type 'float' has no len(),450405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2334,3934,Larten Crepsley,cirque du freak: the vampire's assistant,ENTP,https://www.personality-database.com/profile/289259/larten-crepsley-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,object of type 'float' has no len(),450405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2335,3935,Madame Truska,cirque du freak: the vampire's assistant,ESFJ,https://www.personality-database.com/profile/289261/madame-truska-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,,450405.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2336,3936,Darren Shan,cirque du freak: the vampire's assistant,INFJ,https://www.personality-database.com/profile/289258/darren-shan-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,,450405.0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,
2337,3937,Hibernius Tall,cirque du freak: the vampire's assistant,ISTJ,https://www.personality-database.com/profile/289285/hibernius-tall-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,,450405.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2338,3938,John Lennon,nowhere boy,ENFP,https://www.personality-database.com/profile/285046/john-lennon-nowhere-boy-2009-mbti-personality-type,2009.0,,1266029.0,0,0,0,0,12,0,7,0,0,0,0,0,4,0,0,0,
2339,3939,Julia Lennon,nowhere boy,ESFP,https://www.personality-database.com/profile/285049/julia-lennon-nowhere-boy-2009-mbti-personality-type,2009.0,,1266029.0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,
2340,3940,George Harrison,nowhere boy,INFJ,https://www.personality-database.com/profile/299709/george-harrison-nowhere-boy-2009-mbti-personality-type,2009.0,,1266029.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2341,3941,Paul McCartney,nowhere boy,ISFJ,https://www.personality-database.com/profile/285047/paul-mccartney-nowhere-boy-2009-mbti-personality-type,2009.0,,1266029.0,0,5,0,0,0,0,0,0,2,9,0,0,0,0,0,0,
2342,3942,Mimi Smith,nowhere boy,ISTJ,https://www.personality-database.com/profile/285048/mimi-smith-nowhere-boy-2009-mbti-personality-type,2009.0,,1266029.0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,
2343,3943,The Grandfather,the princess bride,ENFP,https://www.personality-database.com/profile/283381/the-grandfather-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,
2344,3944,Prince Humperdinck,the princess bride,ENTJ,https://www.personality-database.com/profile/1093/prince-humperdinck-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,2,1,0,0,0,0,71,0,0,0,0,0,0,0,0,
2345,3945,Vizzini,the princess bride,ENTP,https://www.personality-database.com/profile/1098/vizzini-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,0,1,0,0,93,1,0,0,0,0,0,0,0,0,
2346,3946,Miracle Max,the princess bride,ENTP,https://www.personality-database.com/profile/1096/miracle-max-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,6,0,
2347,3947,Valerie,the princess bride,ESTJ,https://www.personality-database.com/profile/1102/valerie-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,
2348,3948,Westley,the princess bride,INFJ,https://www.personality-database.com/profile/1090/westley-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,12,0,0,0,11,0,0,0,0,0,0,149,0,0,
2349,3949,Buttercup,the princess bride,INFP,https://www.personality-database.com/profile/1087/buttercup-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,0,0,0,0,0,0,63,5,0,0,114,0,0,0,
2350,3950,The Ancient Booer (Buttercup's Dream),the princess bride,INFP,https://www.personality-database.com/profile/283404/the-ancient-booer-buttercups-dream-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,
2351,3951,Count Tyrone Rugen,the princess bride,INTJ,https://www.personality-database.com/profile/1101/count-tyrone-rugen-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,40,
2352,3952,The King,the princess bride,ISFJ,https://www.personality-database.com/profile/374376/the-king-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
2353,3953,The Impressive Clergyman,the princess bride,ISFJ,https://www.personality-database.com/profile/347527/the-impressive-clergyman-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2354,3954,Fezzik,the princess bride,ISFP,https://www.personality-database.com/profile/1099/fezzik-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,9,0,0,0,0,0,0,50,25,0,0,0,0,0,0,
2355,3955,Inigo Montoya,the princess bride,ISFP,https://www.personality-database.com/profile/1097/inigo-montoya-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,10,0,0,0,0,0,0,0,89,0,29,0,0,0,0,0,
2356,3956,The Albino,the princess bride,ISTP,https://www.personality-database.com/profile/283406/the-albino-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,
2357,3957,The Grandson,the princess bride,ISTP,https://www.personality-database.com/profile/273757/the-grandson-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,
2358,3958,Luiz,short term 12,ENFP,https://www.personality-database.com/profile/280895/luiz-short-term-12-2013-mbti-personality-type,2013.0,,2370248.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2359,3959,Mason,short term 12,ENFP,https://www.personality-database.com/profile/47412/mason-short-term-12-2013-mbti-personality-type,2013.0,,2370248.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,
2360,3960,Grace,short term 12,INFP,https://www.personality-database.com/profile/47411/grace-short-term-12-2013-mbti-personality-type,2013.0,,2370248.0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,
2361,3961,Jayden,short term 12,ISFP,https://www.personality-database.com/profile/280893/jayden-short-term-12-2013-mbti-personality-type,2013.0,,2370248.0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,
2362,3962,Marcus,short term 12,ISFP,https://www.personality-database.com/profile/280894/marcus-short-term-12-2013-mbti-personality-type,2013.0,,2370248.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
2363,3963,Steve Butabi,a night at the roxbury,ENFP,https://www.personality-database.com/profile/279661/steve-butabi-a-night-at-the-roxbury-1998-mbti-personality-type,1998.0,,120770.0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,
2364,3964,Doug Butabi,a night at the roxbury,ESFP,https://www.personality-database.com/profile/279662/doug-butabi-a-night-at-the-roxbury-1998-mbti-personality-type,1998.0,,120770.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2365,3965,Herbsaint Sazerac,the french dispatch,ENFP,https://www.personality-database.com/profile/277240/herbsaint-sazerac-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,
2366,3966,J.K.L. Berensen,the french dispatch,ENFP,https://www.personality-database.com/profile/259718/jkl-berensen-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,10,0,4,0,0,0,0,0,0,2,0,0,
2367,3967,Commissaire,the french dispatch,ENTJ,https://www.personality-database.com/profile/466769/commissaire-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2368,3968,Julien Cadazio,the french dispatch,ENTP,https://www.personality-database.com/profile/259715/julien-cadazio-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,2,0,26,6,0,0,0,0,0,0,0,0,
2369,3969,Roebuck Wright,the french dispatch,ENTP,https://www.personality-database.com/profile/283883/roebuck-wright-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,
2370,3970,Arthur Howitzer Jr.,the french dispatch,ESTJ,https://www.personality-database.com/profile/259716/arthur-howitzer-jr-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,3,0,15,0,0,0,2,0,0,0,0,0,0,0,0,
2371,3971,Mysterious Showgirl,the french dispatch,INFJ,https://www.personality-database.com/profile/277241/mysterious-showgirl-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,
2372,3972,Zeffirelli,the french dispatch,INFP,https://www.personality-database.com/profile/259719/zeffirelli-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,16,0,0,0,11,0,0,0,34,0,0,0,
2373,3973,Gigi,the french dispatch,INTJ,https://www.personality-database.com/profile/422269/gigi-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,
2374,3974,Moses Rosenthaler,the french dispatch,ISFP,https://www.personality-database.com/profile/259717/moses-rosenthaler-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,0,0,0,0,24,0,0,0,3,0,11,0,
2375,3975,Juliette,the french dispatch,ISFP,https://www.personality-database.com/profile/283884/juliette-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,1,0,0,0,15,0,14,0,0,0,0,0,
2376,3976,Lucinda Krementz,the french dispatch,ISTJ,https://www.personality-database.com/profile/277806/lucinda-krementz-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,
2377,3977,Simone,the french dispatch,ISTJ,https://www.personality-database.com/profile/259720/simone-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,20,
2378,3978,Lt. Nescaffier,the french dispatch,ISTJ,https://www.personality-database.com/profile/277244/lt-nescaffier-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,
2379,3979,Johnny Henshaw,airplane!,ENFP,https://www.personality-database.com/profile/273606/johnny-henshaw-airplane-1980-mbti-personality-type,1980.0,,80339.0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,
2380,3980,Clarence Oveur,airplane!,ENFP,https://www.personality-database.com/profile/273604/clarence-oveur-airplane-1980-mbti-personality-type,1980.0,,80339.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
2381,3981,Otto Pilot,airplane!,ESFP,https://www.personality-database.com/profile/328478/otto-pilot-airplane-1980-mbti-personality-type,1980.0,,80339.0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2382,3982,Steve McCroskey,airplane!,ESTJ,https://www.personality-database.com/profile/41086/steve-mccroskey-airplane-1980-mbti-personality-type,1980.0,,80339.0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,
2383,3983,Rex Kramer,airplane!,ESTP,https://www.personality-database.com/profile/273605/rex-kramer-airplane-1980-mbti-personality-type,1980.0,,80339.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
2384,3984,Roger Murdock,airplane!,INFP,https://www.personality-database.com/profile/273611/roger-murdock-airplane-1980-mbti-personality-type,1980.0,,80339.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,
2385,3985,Ted Striker,airplane!,INTP,https://www.personality-database.com/profile/41083/ted-striker-airplane-1980-mbti-personality-type,1980.0,,80339.0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,13,0,
2386,3986,Elaine Dickinson,airplane!,ISFJ,https://www.personality-database.com/profile/41084/elaine-dickinson-airplane-1980-mbti-personality-type,1980.0,,80339.0,0,1,0,0,0,0,0,0,0,16,0,1,0,0,0,0,
2387,3987,Dr. Rumack,airplane!,ISTJ,https://www.personality-database.com/profile/41085/dr-rumack-airplane-1980-mbti-personality-type,1980.0,,80339.0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,
2388,3988,Andy Kornbluth,happiness,ENFP,https://www.personality-database.com/profile/271798/andy-kornbluth-happiness-1998-mbti-personality-type,1998.0,,147612.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2389,3989,Helen Jordan,happiness,ENTJ,https://www.personality-database.com/profile/404433/helen-jordan-happiness-1998-mbti-personality-type,1998.0,,147612.0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,
2390,3990,Mrs. Jordan,happiness,ESFJ,https://www.personality-database.com/profile/212895/mrs-jordan-happiness-1998-mbti-personality-type,1998.0,,147612.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2391,3991,Vlad,happiness,ESTP,https://www.personality-database.com/profile/212897/vlad-happiness-1998-mbti-personality-type,1998.0,,147612.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
2392,3992,Joy Jordan,happiness,INFP,https://www.personality-database.com/profile/212888/joy-jordan-happiness-1998-mbti-personality-type,1998.0,,147612.0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,
2393,3993,Allen Mellencamp,happiness,INTP,https://www.personality-database.com/profile/212890/allen-mellencamp-happiness-1998-mbti-personality-type,1998.0,,147612.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,1,
2394,3994,Billy Maplewood,happiness,ISFP,https://www.personality-database.com/profile/213307/billy-maplewood-happiness-1998-mbti-personality-type,1998.0,,147612.0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,
2395,3995,Kristina,happiness,ISFP,https://www.personality-database.com/profile/213306/kristina-happiness-1998-mbti-personality-type,1998.0,,147612.0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,
2396,3996,Bill Maplewood,happiness,ISTJ,https://www.personality-database.com/profile/212887/bill-maplewood-happiness-1998-mbti-personality-type,1998.0,,147612.0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,
2397,3997,Star,barb and star go to vista del mar,ENFP,https://www.personality-database.com/profile/271025/star-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,,3797512.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
2398,3998,Barb,barb and star go to vista del mar,ESFJ,https://www.personality-database.com/profile/271024/barb-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,,3797512.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2399,3999,Darlie Bunkle,barb and star go to vista del mar,INFJ,https://www.personality-database.com/profile/357179/darlie-bunkle-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,,3797512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2400,6000,Anna Ekland,get carter,ESFP,https://www.personality-database.com/profile/79502/anna-ekland-get-carter-1971-mbti-personality-type,1971.0,object of type 'float' has no len(),67128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2401,6001,Con McCarty,get carter,ESTJ,https://www.personality-database.com/profile/79504/con-mccarty-get-carter-1971-mbti-personality-type,1971.0,,67128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2402,6002,Jack Carter,get carter,INTJ,https://www.personality-database.com/profile/79499/jack-carter-get-carter-1971-mbti-personality-type,1971.0,,67128.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,
2403,6003,Eric Paice,get carter,ISFP,https://www.personality-database.com/profile/79500/eric-paice-get-carter-1971-mbti-personality-type,1971.0,,67128.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2404,6004,Peter the Dutchman,get carter,ISTJ,https://www.personality-database.com/profile/79505/peter-the-dutchman-get-carter-1971-mbti-personality-type,1971.0,,67128.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2405,6005,Noah Cross,chinatown,ENTJ,https://www.personality-database.com/profile/75314/noah-cross-chinatown-1974-mbti-personality-type,1974.0,,71315.0,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,
2406,6006,Evelyn Mulwray,chinatown,INTP,https://www.personality-database.com/profile/110861/evelyn-mulwray-chinatown-1974-mbti-personality-type,1974.0,,71315.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,2,
2407,6007,Hollis Mulwray,chinatown,ISTJ,https://www.personality-database.com/profile/581230/hollis-mulwray-chinatown-1974-mbti-personality-type,1974.0,,71315.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,
2408,6008,Russ Yelburton,chinatown,ISTJ,https://www.personality-database.com/profile/416745/russ-yelburton-chinatown-1974-mbti-personality-type,1974.0,,71315.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2409,6009,J.J. Gittes,chinatown,ISTP,https://www.personality-database.com/profile/71542/jj-gittes-chinatown-1974-mbti-personality-type,1974.0,,71315.0,0,0,3,0,0,0,14,0,0,0,22,0,0,0,0,0,
2410,6010,Howard Payne,speed,ENTJ,https://www.personality-database.com/profile/72496/howard-payne-speed-1994-mbti-personality-type,1994.0,,111257.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,
2411,6011,Annie Porter,speed,ESFP,https://www.personality-database.com/profile/72497/annie-porter-speed-1994-mbti-personality-type,1994.0,,111257.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2412,6012,Herb “Mac” McMahon,speed,ISTJ,https://www.personality-database.com/profile/274480/herb-mac-mcmahon-speed-1994-mbti-personality-type,1994.0,,111257.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
2413,6013,Alex Shaw,speed,ISTP,https://www.personality-database.com/profile/274729/alex-shaw-speed-1994-mbti-personality-type,1994.0,,111257.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
2414,6014,Harry Temple,speed,ISTP,https://www.personality-database.com/profile/72495/harry-temple-speed-1994-mbti-personality-type,1994.0,,111257.0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,
2415,6015,Jack Traven,speed,ISTP,https://www.personality-database.com/profile/72494/jack-traven-speed-1994-mbti-personality-type,1994.0,,111257.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,
2416,6016,Dr. Ventress,annihilation,ENTJ,https://www.personality-database.com/profile/71390/dr-ventress-annihilation-2018-mbti-personality-type,2018.0,,2798920.0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,8,
2417,6017,Anya Thorensen,annihilation,ESFP,https://www.personality-database.com/profile/12267/anya-thorensen-annihilation-2018-mbti-personality-type,2018.0,,2798920.0,16,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
2418,6018,Josie Radek,annihilation,INFP,https://www.personality-database.com/profile/71388/josie-radek-annihilation-2018-mbti-personality-type,2018.0,,2798920.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,
2419,6019,Lena,annihilation,INTJ,https://www.personality-database.com/profile/12266/lena-annihilation-2018-mbti-personality-type,2018.0,,2798920.0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,39,
2420,6020,Cass Sheppard,annihilation,ISFJ,https://www.personality-database.com/profile/71391/cass-sheppard-annihilation-2018-mbti-personality-type,2018.0,,2798920.0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,
2421,6021,Kane,annihilation,ISTP,https://www.personality-database.com/profile/12268/kane-annihilation-2018-mbti-personality-type,2018.0,,2798920.0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,
2422,6022,Moses Randolph,motherless brooklyn,ENTJ,https://www.personality-database.com/profile/70552/moses-randolph-motherless-brooklyn-2019-mbti-personality-type,2019.0,,385887.0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,
2423,6023,Paul Randolph,motherless brooklyn,INFJ,https://www.personality-database.com/profile/70551/paul-randolph-motherless-brooklyn-2019-mbti-personality-type,2019.0,,385887.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2424,6024,Laura Rose,motherless brooklyn,INTP,https://www.personality-database.com/profile/70550/laura-rose-motherless-brooklyn-2019-mbti-personality-type,2019.0,,385887.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
2425,6025,Lionel Essrog,motherless brooklyn,ISFJ,https://www.personality-database.com/profile/70549/lionel-essrog-motherless-brooklyn-2019-mbti-personality-type,2019.0,,385887.0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,
2426,6026,Frank Minna,motherless brooklyn,ISTP,https://www.personality-database.com/profile/70553/frank-minna-motherless-brooklyn-2019-mbti-personality-type,2019.0,,385887.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2427,6027,Ben Wade,3:10 to yuma,ENTJ,https://www.personality-database.com/profile/61785/ben-wade-310-to-yuma-2007-mbti-personality-type,2007.0,,381849.0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,2,
2428,6028,William Evans,3:10 to yuma,ESFP,https://www.personality-database.com/profile/61788/william-evans-310-to-yuma-2007-mbti-personality-type,2007.0,,381849.0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2429,6029,Charlie Prince,3:10 to yuma,ESTP,https://www.personality-database.com/profile/61787/charlie-prince-310-to-yuma-2007-mbti-personality-type,2007.0,,381849.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
2430,6030,Dan Evans,3:10 to yuma,ISTJ,https://www.personality-database.com/profile/61786/dan-evans-310-to-yuma-2007-mbti-personality-type,2007.0,,381849.0,0,0,0,0,0,0,0,0,6,0,5,10,0,0,0,0,
2431,6031,Loner Leader,the lobster,ENTJ,https://www.personality-database.com/profile/53184/loner-leader-the-lobster-2015-mbti-personality-type,2015.0,,3464902.0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,8,
2432,6032,Nosebleed Woman,the lobster,ESFJ,https://www.personality-database.com/profile/86035/nosebleed-woman-the-lobster-2015-mbti-personality-type,2015.0,object of type 'float' has no len(),3464902.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2433,6033,The Limping Man (John),the lobster,ESTJ,https://www.personality-database.com/profile/53186/the-limping-man-john-the-lobster-2015-mbti-personality-type,2015.0,object of type 'float' has no len(),3464902.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2434,6034,Short-Sighted Woman,the lobster,INFJ,https://www.personality-database.com/profile/53183/shortsighted-woman-the-lobster-2015-mbti-personality-type,2015.0,,3464902.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,
2435,6035,Biscuit Woman,the lobster,ISFJ,https://www.personality-database.com/profile/86034/biscuit-woman-the-lobster-2015-mbti-personality-type,2015.0,,3464902.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
2436,6036,The Lisping Man (Robert),the lobster,ISFP,https://www.personality-database.com/profile/53185/the-lisping-man-robert-the-lobster-2015-mbti-personality-type,2015.0,,3464902.0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,
2437,6037,David,the lobster,ISTJ,https://www.personality-database.com/profile/53182/david-the-lobster-2015-mbti-personality-type,2015.0,,3464902.0,0,0,0,0,0,0,0,0,0,6,0,24,0,0,0,3,
2438,6038,Heartless Woman,the lobster,ISTP,https://www.personality-database.com/profile/86033/heartless-woman-the-lobster-2015-mbti-personality-type,2015.0,,3464902.0,0,0,1,0,0,0,1,0,0,0,14,0,0,0,0,0,
2439,6039,Harry Lime,the third man,ENTJ,https://www.personality-database.com/profile/52347/harry-lime-the-third-man-1949-mbti-personality-type,1949.0,object of type 'float' has no len(),41959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2440,6040,Maj. Calloway,the third man,ESTJ,https://www.personality-database.com/profile/52350/maj-calloway-the-third-man-1949-mbti-personality-type,1949.0,object of type 'float' has no len(),41959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2441,6041,Anna Schmidt,the third man,ISFP,https://www.personality-database.com/profile/52349/anna-schmidt-the-third-man-1949-mbti-personality-type,1949.0,object of type 'float' has no len(),41959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
